NAME;Type;Width;Decimals;Label;Values;Missing;Columns;Align;Measure;Role
NES_H05_SD5;Numeric;8;2;In my country, new or growing firms can get good access to utilities (gas, water, electricity, sewer) in about a month;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I01_SD5;Numeric;8;2;In my country, the national culture is highly supportive of individual success achieved through own personal efforts;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I02_SD5;Numeric;8;2;In my country, the national culture emphasizes self-sufficiency, autonomy, and personal initiative;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I03_SD5;Numeric;8;2;In my country, the national culture encourages entrepreneurial risk-taking;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I04_SD5;Numeric;8;2;In my country, the national culture encourages creativity and innovativeness;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I05_SD5;Numeric;8;2;In my country, the national culture emphasizes the responsibility that the individual (rather than the collective) has in managing his or her own life;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
MEDIANS5;Numeric;8;2;MEDIANS OF THE ORIGINAL VARIABLES: RECOMMENDED ALTERNATIVE FOR THE MEAN FOR LIKERT SCALES;None;None;8;Right;Scale;Input
COUNTRY_25;Numeric;8;2;Phone code;{1,00, USA}...;None;13;Right;Scale;Input
NES_INQ_MED5;Numeric;8;2;How do you perceive the current overall state of your country’s (name of the country, region, city…) context for entrepreneurs or set of framework conditions that are facing entrepreneurs to develop their activities:;{1,00, Extremelly bad conditions}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_A01_MED5;Numeric;8;2;In my country, there is sufficient equity funding available for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_A02_MED5;Numeric;8;2;In my country, there is sufficient debt funding available for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_A03_MED5;Numeric;8;2;In my country, there are sufficient government subsidies available for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_A04_MED5;Numeric;8;2;In my country, there is sufficient funding available from informal investors (family, friends and colleagues) who are private individuals (other than founders) for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_A05_MED5;Numeric;8;2;In my country, there is sufficient funding available from professional Business Angels for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_A06_MED5;Numeric;8;2;In my country, there is sufficient funding available from venture capitalists for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_A07_MED5;Numeric;8;2;In my country, there is sufficient funding available through initial public offerings (IPOs) for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_A08_MED5;Numeric;8;2;In my country, there is sufficient funding available through private lenders' funding (crowdfunding) available for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Nominal;Input
NES_B01_MED5;Numeric;8;2;In my country, Government policies (e g , public procurement) consistently favor new firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_B02_MED5;Numeric;8;2;In my country, the support for new and growing firms is a high priority for policy at the national government level;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_B03_MED5;Numeric;8;2;In my country, the support for new and growing firms is a high priority for policy at the local government level;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_B04_MED5;Numeric;8;2;In my country, new firms can get most of the required permits and licenses in about a week;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_B05_MED5;Numeric;8;2;In my country, the amount of taxes is NOT a burden for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_B06_MED5;Numeric;8;2;In my country, taxes and other government regulations are applied to new and growing firms in a predictable and consistent way;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_B07_MED5;Numeric;8;2;In my country, coping with government bureaucracy, regulations, and licensing requirements it is not unduly difficult for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_C01_MED5;Numeric;8;2;In my country, a wide range of government assistance for new and growing firms can be obtained through contact with a single agency;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_C02_MED5;Numeric;8;2;In my country, science parks and business incubators provide effective support for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_C03_MED5;Numeric;8;2;In my country, there are an adequate number of government programs for new and growing businesses;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_C04_MED5;Numeric;8;2;In my country, the people working for government agencies are competent and effective in supporting new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_C05_MED5;Numeric;8;2;In my country, almost anyone who needs help from a government program for a new or growing business can find what they need;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_C06_MED5;Numeric;8;2;In my country, Government programs aimed at supporting new and growing firms are effective;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_D01_MED5;Numeric;8;2;In my country, teaching in primary and secondary education encourages creativity, self-sufficiency, and personal initiative;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_D02_MED5;Numeric;8;2;In my country, teaching in primary and secondary education provides adequate instruction in market economic principles;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_D03_MED5;Numeric;8;2;In my country, teaching in primary and secondary education provides adequate attention to entrepreneurship and new firm creation;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_D04_MED5;Numeric;8;2;In my country, Colleges and universities provide good and adequate preparation for starting up and growing new firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_D05_MED5;Numeric;8;2;In my country, the level of business and management education provide good and adequate preparation for starting up and growing new firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_D06_MED5;Numeric;8;2;In my country, the vocational, professional, and continuing education systems provide good and adequate preparation for starting up and growing new firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_E01_MED5;Numeric;8;2;In my country, new technology, science, and other knowledge are efficiently transferred from universities and public research centers to new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_E02_MED5;Numeric;8;2;In my country, new and growing firms have just as much access to new research and technology as large, established firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_E03_MED5;Numeric;8;2;In my country, new and growing firms can afford the latest technology;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_E04_MED5;Numeric;8;2;In my country, there are adequate government subsidies for new and growing firms to acquire new technology;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_E05_MED5;Numeric;8;2;In my country, the science and technology base efficiently supports the creation of world-class new technology-based ventures in at least one area;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_E06_MED5;Numeric;8;2;In my country, there is good support available for engineers and scientists to have their ideas commercialized through new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_F01_MED5;Numeric;8;2;In my country, there are enough subcontractors, suppliers, and consultants to support new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_F02_MED5;Numeric;8;2;In my country, new and growing firms can afford the cost of using subcontractors, suppliers, and consultants;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_F03_MED5;Numeric;8;2;In my country, it is easy for new and growing firms to get good subcontractors, suppliers, and consultants;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_F04_MED5;Numeric;8;2;In my country, it is easy for new and growing firms to get good, professional legal and accounting services;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_F05_MED5;Numeric;8;2;In my country, it is easy for new and growing firms to get good banking services (checking accounts, foreign exchange transactions, letters of credit, and the like);{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G01_MED5;Numeric;8;2;In my country, the markets for consumer goods and services change dramatically from year to year;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G02_MED5;Numeric;8;2;In my country, the markets for business-to-business goods and services change dramatically from year to year;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G03_MED5;Numeric;8;2;In my country, new and growing firms can easily enter new markets;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G04_MED5;Numeric;8;2;In my country, the new and growing firms can afford the cost of market entry;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G05_MED5;Numeric;8;2;In my country, new and growing firms can enter markets without being unfairly blocked by established firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_G06_MED5;Numeric;8;2;In my country, the anti-trust legislation is effective and well enforced;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_H01_MED5;Numeric;8;2;In my country, the physical infrastructure (roads, utilities, communications, waste disposal) provides good support for new and growing firms;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_H02_MED5;Numeric;8;2;In my country, it is not too expensive for a new or growing firm to get good access to communications (phone, Internet, etc );{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_H03_MED5;Numeric;8;2;In my country, a new or growing firm can get good access to communications (telephone, internet, etc ) in about a week;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_H04_MED5;Numeric;8;2;In my country, new and growing firms can afford the cost of basic utilities (gas, water, electricity, sewer);{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_H05_MED5;Numeric;8;2;In my country, new or growing firms can get good access to utilities (gas, water, electricity, sewer) in about a month;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I01_MED5;Numeric;8;2;In my country, the national culture is highly supportive of individual success achieved through own personal efforts;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I02_MED5;Numeric;8;2;In my country, the national culture emphasizes self-sufficiency, autonomy, and personal initiative;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I03_MED5;Numeric;8;2;In my country, the national culture encourages entrepreneurial risk-taking;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I04_MED5;Numeric;8;2;In my country, the national culture encourages creativity and innovativeness;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
NES_I05_MED5;Numeric;8;2;In my country, the national culture emphasizes the responsibility that the individual (rather than the collective) has in managing his or her own life;{1,00, Completely false}...;97,00, 98,00, 99,00;8;Right;Scale;Input
PRINCIPAL_COMP5;Numeric;8;2;AVERAGE VALUES OF THE SUMMARIZED BLOCKS OF VARIABLES BY PRINCIPAL COMPONENTS:;None;None;8;Right;Scale;Input
COUNTRY_26;Numeric;8;2;Phone code;{1,00, USA}...;None;13;Right;Scale;Input
NES_ASUM_MEAN5;Numeric;8;2;Financial environment related with entrepreneurship (summary);None;None;8;Right;Scale;Input
NES_B1SUM_MEAN5;Numeric;8;2;Government concrete policies, priority and support (summary);None;None;8;Right;Scale;Input
NES_B2SUM_MEAN5;Numeric;8;2;Government policies bureaucracy, taxes (summary);None;None;8;Right;Scale;Input
NES_CSUM_MEAN5;Numeric;8;2;Government programs (summary);None;None;8;Right;Scale;Input
NES_D1SUM_MEAN5;Numeric;8;2;Entrepreneurial level of education at Primary and Secondary (summary);None;None;8;Right;Scale;Input
NES_D2SUM_MEAN5;Numeric;8;2;Entrepreneurial level of education at Vocational, Professional, College and University (summary);None;None;8;Right;Scale;Input
NES_ESUM_MEAN5;Numeric;8;2;R&D level of transference (summary);None;None;8;Right;Scale;Input
NES_FSUM_MEAN5;Numeric;8;2;Professional and commercial infrastructure access (summary);None;None;8;Right;Scale;Input
NES_G1SUM_MEAN5;Numeric;8;2;Internal market dynamics (summary);None;None;8;Right;Scale;Input
NES_G2SUM_MEAN5;Numeric;8;2;Internal market burdens (summary);None;None;8;Right;Scale;Input
NES_HSUM_MEAN5;Numeric;8;2;Physical infrastructures and services access (summary);None;None;8;Right;Scale;Input
NES_ISUM_MEAN5;Numeric;8;2;Cultural, social norms and society support (summary);None;None;8;Right;Scale;Input
STD_ERR5;Numeric;8;2;STANDARD ERRORS OF SUMMARY VARIABLES MEANS USEFUL TO CALCULATE CONFIDENCE INTERVALS;None;None;8;Right;Scale;Input
COUNTRY_27;Numeric;8;2;Phone code;{1,00, USA}...;None;13;Right;Scale;Input
NES_ASUM_STDE5;Numeric;8;2;Financial environment related with entrepreneurship (std err);None;None;8;Right;Scale;Input
NES_B1SUM_STDE5;Numeric;8;2;Government concrete policies, priority and support (std err);None;None;8;Right;Scale;Input
NES_B2SUM_STDE5;Numeric;8;2;Government policies bureaucracy, taxes (std err);None;None;8;Right;Scale;Input
NES_CSUM_STDE5;Numeric;8;2;Government programs (std err);None;None;8;Right;Scale;Input
NES_D1SUM_STDE5;Numeric;8;2;Entrepreneurial level of education at Primary and Secondary (std err);None;None;8;Right;Scale;Input
NES_D2SUM_STDE5;Numeric;8;2;Entrepreneurial level of education at Vocational, Professional, College and University (std err);None;None;8;Right;Scale;Input
NES_ESUM_STDE5;Numeric;8;2;R&D level of transference (std err);None;None;8;Right;Scale;Input
NES_FSUM_STDE5;Numeric;8;2;Professional and commercial infrastructure access (std err);None;None;8;Right;Scale;Input
NES_G1SUM_STDE5;Numeric;8;2;Internal market dynamics (std err);None;None;8;Right;Scale;Input
NES_G2SUM_STDE5;Numeric;8;2;Internal market burdens (std err);None;None;8;Right;Scale;Input
NES_HSUM_STDE5;Numeric;8;2;Physical infrastructures and services access (std err);None;None;8;Right;Scale;Input
NES_ISUM_STDE5;Numeric;8;2;Cultural, social norms and society support (std err);None;None;8;Right;Scale;Input
ZSCORES_5;Numeric;8;2;STANDARDIZED SCORES OF THE AVERAGES OF THE SUMMARY VARIABLES;None;None;9;Right;Nominal;Input
COUNTRY_28;Numeric;8;2;Phone code;{1,00, USA}...;None;13;Right;Scale;Input
ZNES_ASUM5;Numeric;8;2;Financial environment related with entrepreneurship (summary);None;None;8;Right;Scale;Input
ZNES_B1SUM5;Numeric;8;2;Government concrete policies, priority and support (summary);None;None;8;Right;Scale;Input
ZNES_B2SUM5;Numeric;8;2;Government policies bureaucracy, taxes (summary);None;None;8;Right;Scale;Input
ZNES_CSUM5;Numeric;8;2;Government programs (summary);None;None;8;Right;Scale;Input
ZNES_D1SUM5;Numeric;8;2;Entrepreneurial level of education at Primary and Secondary (summary);None;None;8;Right;Scale;Input
ZNES_D2SUM5;Numeric;8;2;Entrepreneurial level of education at Vocational, Professional, College and University (summary);None;None;8;Right;Scale;Input
ZNES_ESUM5;Numeric;8;2;R&D level of transference (summary);None;None;8;Right;Scale;Input
ZNES_FSUM5;Numeric;8;2;Professional and commercial infrastructure access (summary);None;None;8;Right;Scale;Input
ZNES_G1SUM5;Numeric;8;2;Internal market dynamics (summary);None;None;8;Right;Scale;Input
ZNES_G2SUM5;Numeric;8;2;Internal market burdens (summary);None;None;8;Right;Scale;Input
ZNES_HSUM5;Numeric;8;2;Physical infrastructures and services access (summary);None;None;8;Right;Scale;Input
ZNES_ISUM5;Numeric;8;2;Cultural, social norms and society support (summary);None;None;8;Right;Scale;Input
